feature	edgeR:P	voom:adjP	DESeq2:score
ENSG00000187144	0.430475118	0.616674541	0.541565741
ENSG00000187145	0.121731842	0.259697204	0.286764241
ENSG00000187147	1.14E-106	7.26E-17	3.124813197
ENSG00000187513	0.560703787	0.670001459	0.057822459
ENSG00000187554	5.20E-49	2.02E-12	3.169577915
ENSG00000187583	0.616047883	0.646606554	0.153069576
ENSG00000187608	0.690000882	0.949232528	0.057075196
ENSG00000187634	0.299195389	0.650409795	0.185003606
ENSG00000187642	2.03E-85	2.27E-15	5.131013467
ENSG00000187730	2.03E-29	2.99E-13	4.09697976
ENSG00000187800	6.08E-60	4.24E-14	4.364714174
ENSG00000187801	0.988889867	0.704205529	0.055166112
ENSG00000187815	0.616231573	0.917205553	0.148130456
ENSG00000187862	0.513098466	0.274586256	0.261552743
ENSG00000187889	0.774743615	0.829071032	0.014069439
ENSG00000187942	0.036930997	0.031725836	0.540389045
ENSG00000187961	0.005182688	0.008211246	0.518454354
ENSG00000187980	0.035263888	0.140215882	1.611631635
ENSG00000188004	2.04E-79	1.55E-15	3.952955991
ENSG00000188015	0.134141402	0.494960142	0.409559816
ENSG00000188060	2.16E-88	1.44E-15	4.947948365
ENSG00000188092	0.416396078	0.468667902	0.321619087
ENSG00000188157	1.29E-82	1.55E-15	3.271045948
ENSG00000188206	2.83E-16	8.57E-09	1.424723541
ENSG00000188257	6.13E-76	1.22E-15	9.449616467
ENSG00000188290	1.67E-36	7.22E-08	5.478893695
ENSG00000188295	0.699806494	0.753988981	0.126731161
ENSG00000188396	0.000176985	0.000635572	1.781108397
ENSG00000188404	2.39E-52	9.65E-14	2.443113746
ENSG00000188529	5.46E-283	7.67E-20	7.694579551
ENSG00000188610	3.67E-25	2.02E-09	3.243398708
ENSG00000188641	0.696539383	0.781345944	0.106997597
ENSG00000188643	0.905810434	0.957437407	0.027637022
ENSG00000188672	0.629128709	0.701235594	0.149874774
ENSG00000188739	0.254577884	0.304700102	0.192293337
ENSG00000188761	2.82E-59	5.49E-14	3.433618703
ENSG00000188783	0.792753786	0.936138975	0.013391587
ENSG00000188786	0.879740704	0.982966526	0.075459164
ENSG00000188807	0.021269839	0.301582303	0.780282158
ENSG00000188822	0.372633223	0.643392875	0.265228998
ENSG00000188859	0.00396328	0.255920215	1.066683945
ENSG00000188910	0.005707421	0.004062991	0.413765553
ENSG00000188931	0.059917773	0.078970333	0.522912255
ENSG00000188976	0.276470017	0.327494218	0.222870003
ENSG00000189171	9.28E-11	5.86E-07	0.92743212
ENSG00000189195	0.027108452	0.026663384	0.644249167
ENSG00000189266	0.974117909	0.987514306	0.040855297
ENSG00000189280	0.969888924	0.916723677	0.021622781
ENSG00000189334	0.110460096	0.151625382	0.278930321
ENSG00000189337	0.984057731	0.982655153	0.05089198
ENSG00000189339	3.77E-50	5.49E-14	4.172342002
ENSG00000189409	0.924975327	0.988337441	0.019806013
ENSG00000189433	0.300029483	0.813279569	0.685337108
ENSG00000196071	5.27E-05	0.100571414	2.686173229
ENSG00000196154	0.216411102	0.248343949	0.205830268
ENSG00000196182	0.579664469	0.829071032	0.03916086
ENSG00000196187	2.95E-18	8.75E-09	1.337897158
ENSG00000196188	0.792675842	0.883571521	0.089461235
ENSG00000196189	0.167787422	0.174369316	0.247683767
ENSG00000196242	0.358242966	0.786068593	0.404426365
ENSG00000196352	0.047828724	0.121546157	0.237000912
ENSG00000196369	0.241943644	0.286620305	0.252179109
ENSG00000196407	1.23E-09	1.47E-06	1.549329824
ENSG00000196418	0.50781793	0.622227365	0.171938539
ENSG00000196420	0.707208107	0.978633246	0.266727082
ENSG00000196427	0.00388245	0.002437038	1.042324235
ENSG00000196449	0.1737839	0.473062208	0.350713221
ENSG00000196482	0.664343438	0.362386237	0.108333205
ENSG00000196505	0.2769534	0.446502538	0.222937059
ENSG00000196517	0.507391984	0.916723677	0.129774933
ENSG00000196533	0.003399492	0.015409876	0.927330631
ENSG00000196550	0.447085635	0.752520525	0.29160535
ENSG00000196581	0.001169235	0.000219137	1.522240089
ENSG00000196644	0.491592628	0.487527223	0.117726435
ENSG00000196660	0.899113946	0.908661982	0.068601576
ENSG00000196734	0.141994081	0.340966544	1.263038292
ENSG00000196754	0.843044494	0.764836184	0.114367082
ENSG00000196878	1.60E-111	4.96E-16	5.37308847
ENSG00000197056	0.490465196	0.900969283	0.142474168
ENSG00000197106	0.224006022	0.44860536	0.292407529
ENSG00000197147	0.796952347	0.926798197	0.006575777
ENSG00000197245	0.871410214	0.911529386	0.006118129
ENSG00000197273	4.67E-266	1.39E-16	10.46748996
ENSG00000197312	4.45E-100	2.27E-15	4.636450095
ENSG00000197323	0.489006565	0.586287396	0.040006043
ENSG00000197429	0.075010815	0.151625382	0.291407063
ENSG00000197472	0.352028588	0.355601505	0.357627963
ENSG00000197520	0.507533209	0.790131517	0.177259926
ENSG00000197530	0.166185734	0.188207585	0.238308546
ENSG00000197568	0.521715388	0.646606554	0.178076723
ENSG00000197587	0.482750095	0.940573461	0.458669116
ENSG00000197622	0.459062561	0.55841175	0.052721844
ENSG00000197721	8.70E-20	5.55E-09	3.753820323
ENSG00000197747	0.832261398	0.869588535	0.087788997
ENSG00000197769	0.023407588	0.019810564	0.984426193
ENSG00000197780	0.971984783	0.987910581	0.040849245
ENSG00000197785	0.7838693	0.901830334	0.095673049
ENSG00000197844	0.598016753	0.985150429	0.272266256
ENSG00000197852	0.987755108	0.967109778	0.047481965
ENSG00000197880	0.180464874	0.07000124	0.78804489
ENSG00000197915	0.958833902	0.801407528	0.067561081
ENSG00000197921	0.089865717	0.068062266	0.95167146
ENSG00000197956	6.16E-50	4.18E-13	4.474306624
ENSG00000197959	0.699711416	0.908661982	0.143338017
ENSG00000197965	0.012578785	0.041558985	0.335595446
ENSG00000197982	0.002919101	0.027112715	0.572344492
ENSG00000198019	0.160044893	0.309834623	0.36843701
ENSG00000198049	0.881613317	0.844977418	0.057402387
ENSG00000198160	7.38E-10	3.02E-05	1.179066017
ENSG00000198162	0.560139496	0.683190033	0.06343784
ENSG00000198198	0.649962996	0.762869827	0.11684804
ENSG00000198216	0.034514927	0.042549674	0.722118645
ENSG00000198358	0.171069028	0.356647406	0.463883564
ENSG00000198400	0.230840087	0.16107955	0.443444052
ENSG00000198452	0.442767627	0.711901498	0.411194264
ENSG00000198483	1.06E-07	7.24E-05	1.828573518
ENSG00000198492	0.331451281	0.44860536	0.170423656
ENSG00000198520	0.843292059	0.986637883	0.006031264
ENSG00000198570	0.134304341	0.363486338	0.491616447
ENSG00000198574	0.119038601	0.28324642	0.501798254
ENSG00000198625	0.514855578	0.620543093	0.154410449
ENSG00000198626	5.05E-132	9.99E-18	4.588466056
ENSG00000198691	0.356103294	0.982607391	0.57409966
ENSG00000198700	0.464816365	0.646606554	0.076116552
ENSG00000198711	3.03E-125	6.20E-16	6.171464734
ENSG00000198715	5.01E-10	3.36E-06	0.920457311
ENSG00000198734	0.894952076	0.875364087	0.074889804
ENSG00000198744	0.021671904	0.133629474	0.679649942
ENSG00000198746	0.290131635	0.384585491	0.376120542
ENSG00000198754	0.349596861	0.414731138	0.252897534
ENSG00000198756	0.174701682	0.304700102	0.476670141
ENSG00000198758	0.452472496	0.616674541	0.073650956
ENSG00000198771	9.44E-33	3.59E-11	2.014622695
ENSG00000198793	0.767999048	0.877553447	0.084934488
ENSG00000198797	0.662964434	0.766775703	0.20302648
ENSG00000198799	1.79E-43	3.58E-13	2.796205775
ENSG00000198815	0.000178444	0.000579072	0.545284368
ENSG00000198821	0.996905778	0.826936173	0.038808169
ENSG00000198830	0.612022916	0.706619351	0.137229611
ENSG00000198835	1.03E-144	3.28E-17	6.211442396
ENSG00000198837	1.18E-10	2.75E-06	1.2062671
ENSG00000198841	0.543835357	0.646606554	0.15006367
ENSG00000198842	1.42E-133	4.23E-19	8.210930818
ENSG00000198857	0.121550858	0.952500634	1.326856544
ENSG00000198860	0.516042471	0.705659665	0.156572425
ENSG00000198890	0.74359298	0.969950005	0.007834421
ENSG00000198892	0.16194234	0.17396446	0.32609954
ENSG00000198912	0.226670959	0.423871009	0.150312005
ENSG00000198929	3.83E-22	3.62E-09	2.825375239
ENSG00000198952	1.90E-06	0.000206681	0.738331841
ENSG00000203260	0.162301704	0.446790877	0.590833396
ENSG00000203276	0.102820082	0.036788016	0.736435564
ENSG00000203288	0.886754443	0.940573461	0.011083036
ENSG00000203301	0.531333197	0.949717445	0.357431249
ENSG00000203307	0.573994235	0.768481823	0.287966809
ENSG00000203325	0.533489315	0.450882648	0.304475117
ENSG00000203356	0.328164089	0.41235391	0.160446158
ENSG00000203589	9.26E-06	0.000151753	1.996464412
ENSG00000203601	0.691533197	0.868791782	0.168794343
ENSG00000203666	1.90E-07	7.12E-06	0.980203836
ENSG00000203667	2.47E-06	1.03E-05	0.526471786
ENSG00000203668	0.354253468	0.448159195	0.091459628
ENSG00000203685	0.040110521	0.055050101	0.36921235
ENSG00000203691	0.077282272	0.339982983	0.915965977
ENSG00000203697	0.196769336	0.258999502	0.233665105
ENSG00000203705	1.49E-09	1.29E-06	1.103783262
ENSG00000203706	0.528317182	0.743140184	0.148445939
ENSG00000203709	0.817941207	0.908661982	0.040771081
ENSG00000203710	0.793665955	0.863818397	0.007583762
ENSG00000203721	2.74E-08	9.46E-05	2.937251368
ENSG00000203724	0.1144468	0.026739553	0.691323334
ENSG00000203730	0.894887659	0.776611096	0.025501904
ENSG00000203739	0.463588802	0.798334021	0.342134661
ENSG00000203747	0.13660157	0.213936417	0.252339124
ENSG00000203761	0.103331532	0.145151944	0.314819929
ENSG00000203804	0.159014508	0.209317999	0.745203774
ENSG00000203811	0.641321121	0.93969285	0.165979154
ENSG00000203812	1.65E-12	4.18E-07	3.767181411
ENSG00000203814	0.083572611	0.291751739	0.73090819
ENSG00000203817	1.11E-15	1.20E-06	3.10294082
ENSG00000203819	0.245884051	0.263004874	0.576885623
ENSG00000203827	9.09E-67	2.23E-13	3.963968117
ENSG00000203832	2.33E-27	1.61E-11	1.934555806
ENSG00000203836	0.130633072	0.138944127	0.340351896
ENSG00000203849	0.006931932	0.014262937	0.736462093
ENSG00000203852	0.641285339	0.93969285	0.165979154
ENSG00000203857	0.210014087	0.451666426	0.475464105
ENSG00000203859	0.40932174	0.414731138	0.291256679
ENSG00000203865	0.128774959	0.704205529	0.532639471
ENSG00000203878	0.994308998	0.866400412	0.047481733
ENSG00000203943	0.185001182	0.139391586	0.36041841
ENSG00000203963	0.67547106	0.742109642	0.245243042
ENSG00000203965	0.93911983	0.836386217	0.080056784
ENSG00000203985	9.38E-46	3.76E-10	6.184258466
ENSG00000203995	0.655135497	0.238267708	0.30946192
ENSG00000204018	0.825727801	0.646606554	0.127617959
ENSG00000204060	0.173648287	0.195128636	0.443973784
ENSG00000204084	0.330526876	0.615860394	0.224699773
ENSG00000204138	2.36E-151	4.48E-17	6.484868781
ENSG00000204160	0.311185431	0.548630848	0.207593209
ENSG00000204178	0.006645276	0.012301512	0.341799823
ENSG00000204219	0.909078369	0.913898106	0.032154367
ENSG00000204377	0.35108706	0.586495401	0.624862387
ENSG00000204624	0.890783183	0.897895853	0.097943405
ENSG00000204859	0.656599532	0.703164105	0.111967958
ENSG00000205090	0.894527204	0.988337441	0.088200726
ENSG00000211451	0.725742789	0.465617187	0.195566672
ENSG00000211452	0.156261154	0.576063754	0.880864796
ENSG00000211454	0.286281084	0.348794626	0.251896755
ENSG00000212670	0.022720851	0.050434193	0.859311847
ENSG00000212673	0.085931332	0.012183806	0.988357356
ENSG00000212916	0.062656595	0.26448047	0.477144128
ENSG00000213029	0.017330226	0.143604592	1.708397015
ENSG00000213033	0.762630029	0.989289499	0.188564587
ENSG00000213045	0.923799965	0.983412814	0.115759185
ENSG00000213047	2.02E-87	5.21E-16	3.458043985
ENSG00000213057	3.26E-08	2.55E-05	1.723257762
ENSG00000213058	7.57E-37	1.94E-08	6.133036514
ENSG00000213062	3.11E-10	2.00E-05	2.794563417
ENSG00000213064	1.14E-58	3.94E-10	5.997014053
ENSG00000213068	0.20889048	0.223360302	0.659683572
ENSG00000213085	0.732302447	0.970684366	0.087484798
ENSG00000213088	0.913633874	0.913898106	0.033335463
ENSG00000213171	0.341962869	0.69327442	0.536901868
ENSG00000213190	0.840342391	0.670001459	0.117112412
ENSG00000213240	0.216658719	0.304503681	0.168854486
ENSG00000213262	0.283539599	0.34088315	0.46177308
ENSG00000213281	0.888634912	0.909284976	0.022660585
ENSG00000213366	3.47E-44	2.00E-12	2.539264149
ENSG00000213516	0.000492959	0.002068969	0.579470221
ENSG00000213561	0.516988003	0.614086139	0.41862518
ENSG00000213625	1.77E-70	1.55E-14	3.055694145
ENSG00000214114	3.42E-17	3.54E-08	1.43477061
ENSG00000214193	0.214859267	0.226620608	0.236845726
ENSG00000214262	0.955098227	0.870892807	0.070286867
ENSG00000214796	0.192220281	0.703635758	0.419840526
ENSG00000214837	0.73838541	0.860744422	0.01844871
ENSG00000215695	0.299744174	0.51561501	0.182839775
ENSG00000215704	1.27E-19	1.81E-08	5.46867979
ENSG00000215717	0.381374734	0.643392875	0.202115176
ENSG00000215784	0.029596985	0.051874607	0.743118542
ENSG00000215788	0.531802675	0.718842735	0.050602196
ENSG00000215790	0.627803195	0.979908082	0.173098336
ENSG00000215795	0.799749278	0.727099871	0.174370179
ENSG00000215808	0.537637292	0.442084878	0.592760599
ENSG00000215811	0.743210169	0.425290279	0.146998775
ENSG00000215817	3.07E-52	3.05E-13	4.028167835
ENSG00000215834	0.531643917	0.503833756	0.401435065
ENSG00000215845	0.301499748	0.718842735	0.292348832
ENSG00000215859	0.164570196	0.282639822	0.683734327
ENSG00000215860	0.142618733	0.237460756	0.696690742
ENSG00000215861	0.430695669	0.412519666	0.455071087
ENSG00000215863	0.532146445	0.969950005	0.203715826
ENSG00000215864	7.09E-120	2.72E-17	5.205130549
ENSG00000215875	0.650373157	0.910906708	0.19709038
ENSG00000215883	0.331664449	0.440997203	0.278801762
ENSG00000215895	0.840892093	0.721495036	0.121689259
ENSG00000215897	0.166265752	0.120720482	0.7478964
ENSG00000215908	0.83941975	0.888510826	0.076031997
ENSG00000215910	0.411026604	0.601675111	0.383111482
ENSG00000215912	0.957886427	0.824511907	0.062538104
ENSG00000215914	0.812198683	0.743292778	0.113748339
ENSG00000215915	0.264834616	0.705729267	0.352799801
ENSG00000217644	1.00E-29	4.60E-09	5.353184829
ENSG00000217801	0.026127664	0.049011465	0.569529225
ENSG00000218283	0.559682173	0.863231103	0.318004347
ENSG00000219073	0.207933166	0.836386217	0.804377224
ENSG00000219102	0.307810237	0.774546872	0.46577407
ENSG00000219201	0.657383564	0.916723677	0.199944747
ENSG00000219481	0.981817555	0.988337441	0.043950469
ENSG00000220323	0.850471031	0.216573798	0.196799955
ENSG00000220749	0.01756936	0.068405246	0.846703698
ENSG00000220785	9.08E-18	1.63E-08	1.797301993
ENSG00000221953	0.476800164	0.961636035	0.333430119
ENSG00000221978	0.655485835	0.755098513	0.003869143
ENSG00000221986	0.001611813	0.20329088	2.000273422
ENSG00000222009	0.448565353	0.465054994	0.225606817
ENSG00000222046	4.44E-194	1.13E-16	7.968383026
ENSG00000223345	0.148556894	0.177788609	0.789727858
ENSG00000223380	0.172012789	0.366541032	0.288787243
ENSG00000223390	0.167228911	0.450497027	0.832249196
ENSG00000223396	0.125721664	0.405127035	0.386141038
ENSG00000223474	0.987086765	0.952087774	0.053069889
ENSG00000223519	0.026392292	0.011599972	1.183254678
ENSG00000223599	0.772218185	0.786062573	0.176762004
ENSG00000223653	0.015070402	0.027161723	0.910124852
ENSG00000223656	3.88E-87	9.68E-13	6.967757141
ENSG00000223745	0.475381932	0.63908145	0.087707778
ENSG00000223759	4.96E-08	2.39E-06	3.309126919
ENSG00000223764	1.46E-10	3.58E-06	1.977029474
ENSG00000223774	0.411076009	0.587806093	0.470343426
ENSG00000223776	0.449752154	0.781365711	0.543480811
ENSG00000223779	0.974374616	0.776611096	0.061123367
ENSG00000223787	0.709359507	0.905223082	0.165836448
ENSG00000223804	0.487976482	0.566835569	0.153068187
ENSG00000223861	0.476584589	0.971739734	0.391251099
ENSG00000223949	0.901315757	0.453574927	0.004170799
ENSG00000223972	0.894705168	0.822725312	0.043751019
ENSG00000224051	0.614314153	0.677929529	0.118520632
ENSG00000224064	4.24E-109	1.51E-13	8.022991546
ENSG00000224066	0.359120259	0.543272657	0.366091916
ENSG00000224081	0.473626771	0.594727864	0.18488026
ENSG00000224093	0.001293481	0.00140082	0.731394301
ENSG00000224114	0.056432036	0.068248207	0.620217781
ENSG00000224183	0.136008925	0.095391085	0.707236512
ENSG00000224203	9.29E-06	0.002867612	2.906661689
ENSG00000224209	0.836356063	0.988337441	0.082677058
ENSG00000224228	0.0001133	0.000579028	2.471274607
ENSG00000224276	0.187733774	0.114604367	0.756025917
ENSG00000224308	0.496295445	0.409771971	0.52580397
ENSG00000224321	0.165112852	0.370731506	0.539241179
ENSG00000224358	0.85336088	0.899004454	0.012781899
ENSG00000224468	0.011914298	0.080369536	1.206257508
ENSG00000224515	1.72E-18	9.17E-08	4.220855497
ENSG00000224520	0.691701745	0.879813334	0.190106566
ENSG00000224525	0.729109409	0.715834049	0.155739625
ENSG00000224536	0.955475818	0.951972347	0.005357715
ENSG00000224592	0.215329189	0.523892207	0.57351349
ENSG00000224616	0.466075301	0.605678938	0.339930774
ENSG00000224621	0.558370812	0.805302093	0.406871992
ENSG00000224668	0.427203588	0.689854975	0.405028846
ENSG00000224680	6.06E-18	7.48E-06	5.159171784
ENSG00000224687	0.102847369	0.313912945	0.636882869
ENSG00000224698	0.615281377	0.820366293	0.231348588
ENSG00000224699	0.567361876	0.672217185	0.25337831
ENSG00000224717	0.963846424	0.633117024	0.087779703
ENSG00000224727	0.319596212	0.659563532	0.71360851
ENSG00000224805	0.325510793	0.568883849	0.482220464
ENSG00000224837	0.948818287	0.992640077	0.034433307
ENSG00000224870	0.016544284	0.032031449	0.404476306
ENSG00000224950	0.757338576	0.902575889	0.150813739
ENSG00000224956	0.902064032	0.875799955	0.025473004
ENSG00000224965	0.150069952	0.475864569	0.831999641
ENSG00000224969	2.32E-14	1.85E-06	3.943293813
ENSG00000225015	0.451003796	0.909032427	0.308545384
ENSG00000225077	0.94578894	0.745767474	0.075632857
ENSG00000225079	0.758036704	0.658369325	0.272863417
ENSG00000225080	2.42E-12	4.75E-08	4.687927096
ENSG00000225169	0.549722098	0.832854845	0.50961805
ENSG00000225171	9.90E-21	4.39E-08	3.583748502
ENSG00000225217	0.239966988	0.447309375	0.170795914
ENSG00000225241	0.633798002	0.74981145	0.054055705
ENSG00000225265	0.368746713	0.372819876	0.28284742
ENSG00000225272	0.891609887	0.755098513	0.051176606
ENSG00000225278	0.040150777	0.085718718	0.578148597
ENSG00000225294	3.59E-10	7.13E-06	4.130568477
ENSG00000225313	0.45731633	0.920880495	0.216234376
ENSG00000225315	0.03781453	0.267790271	1.031465504
ENSG00000225492	0.715790525	0.829071032	0.037325632
ENSG00000225518	0.46172242	0.671541135	0.427200768
ENSG00000225556	0.766714341	0.872017847	0.104584057
ENSG00000225591	0.110384279	0.348540201	0.75076888
ENSG00000225630	5.52E-111	5.01E-16	4.457334137
ENSG00000225670	9.45E-111	2.86E-17	7.281024089
ENSG00000225704	0.242862027	0.569822493	0.823958946
ENSG00000225710	0.540541385	0.853993262	0.411240921
ENSG00000225721	0.580338954	0.753116532	0.14298228
ENSG00000225762	0.599552681	0.63908145	0.225168373
ENSG00000225767	0.211455481	0.361641531	0.583423063
ENSG00000225828	0.558119382	0.643618215	0.088683023
ENSG00000225854	2.05E-50	1.58E-12	6.923389434
ENSG00000225855	0.667448402	0.903059842	0.152939948
ENSG00000225886	0.535393911	0.701288832	0.299741277
ENSG00000225891	1.93E-06	0.259372152	2.991312912
ENSG00000225920	0.782378619	0.939966865	0.149033861
ENSG00000225931	0.285180031	0.871825125	0.711989273
ENSG00000225938	0.312381057	0.470718292	0.404791025
ENSG00000225972	0.11816906	0.292108489	0.397445646
ENSG00000225986	0.380332913	0.573967335	0.334965963
ENSG00000225996	0.274129129	0.753859998	0.393766093
ENSG00000226015	0.140595549	0.309074306	0.430294637
ENSG00000226026	0.670735556	0.860744422	0.088814638
ENSG00000226053	0.700783974	0.80144767	0.140834125
ENSG00000226067	0.127948463	0.218545758	0.709578037
ENSG00000226084	0.200161998	0.368165667	0.372358133
ENSG00000226088	3.12E-49	1.61E-11	6.509246445
ENSG00000226147	0.803100831	0.965734059	0.057739518
ENSG00000226167	0.568094294	0.745953969	0.109393001
ENSG00000226252	0.592379616	0.814032354	0.158029647
ENSG00000226330	0.06789056	0.117432928	0.88910336
ENSG00000226396	0.932052499	0.745767474	0.113587659
ENSG00000226415	0.807419241	0.801348643	0.149067323
ENSG00000226419	0.519477794	0.642607002	0.142572707
ENSG00000226457	0.054945804	0.150978773	1.077735516
ENSG00000226585	0.002591393	0.003520327	1.252790874
ENSG00000226637	0.034410381	0.02273685	1.022536141
ENSG00000226675	0.586891683	0.997507018	0.274277985
ENSG00000226698	0.607603666	0.518843603	0.291085161
ENSG00000226754	0.405600113	0.885446527	0.377236416
ENSG00000226759	1.19E-05	0.00179798	2.447678892
ENSG00000226849	0.710834292	0.879115079	0.32526451
ENSG00000226876	0.781143751	0.844977418	0.130202434
ENSG00000226889	0.808869071	0.946092506	0.157196337
ENSG00000226944	0.025883497	0.207473195	0.988813494
ENSG00000226945	0.890768101	0.386966963	0.065665371
ENSG00000227001	0.001132405	0.009247316	1.146302828
ENSG00000227006	0.000316256	0.000792379	2.950078884
ENSG00000227010	3.70E-53	1.23E-13	3.677389828
ENSG00000227050	0.462682119	0.615860394	0.370935943
ENSG00000227070	0.122085143	0.603029538	0.799171154
ENSG00000227082	0.00744529	0.416539338	1.51845501
ENSG00000227094	0.948996069	0.921440698	0.015258756
ENSG00000227135	0.007624745	0.007853175	0.880131089
ENSG00000227141	3.43E-44	3.54E-11	4.613241677
ENSG00000227163	0.006814442	0.141931568	1.83439938
ENSG00000227230	0.011100759	0.02273685	1.322444101
ENSG00000227232	0.973022726	0.998143406	0.051124344
ENSG00000227237	0.002088637	0.004408338	1.49791439
ENSG00000227243	3.44E-12	1.88E-06	4.370302184
ENSG00000227295	0.643082051	0.669347714	0.25469184
ENSG00000227372	2.69E-13	3.47E-08	1.055489164
ENSG00000227496	0.453293588	0.205390079	0.351749712
ENSG00000227527	0.216679737	0.420490678	0.446252404
ENSG00000227533	0.004381904	0.088825344	1.080676876
ENSG00000227591	0.107725847	0.282639822	0.666044658
ENSG00000227630	0.547890983	0.8407896	0.234916745
ENSG00000227671	0.342941782	0.433082967	0.202811399
ENSG00000227684	0.694449289	0.989118944	0.292403858
ENSG00000227741	0.916030596	0.755098513	0.111097432
ENSG00000227742	0.000442369	0.000126711	2.362111436
ENSG00000227775	1.97E-13	4.31E-08	1.795809026
ENSG00000227778	0.928377098	0.546829995	0.034550759
ENSG00000227811	0.801605809	0.916723677	0.049144491
ENSG00000227815	0.237172719	0.863231103	0.698151303
ENSG00000227839	0.001107551	0.003817294	1.069492916
ENSG00000227857	1.42E-190	1.53E-15	8.480983176
ENSG00000227907	0.946315172	0.947148202	0.070018609
ENSG00000227934	2.99E-38	2.00E-10	6.628876892
ENSG00000227953	1.55E-136	1.06E-16	5.977481248
ENSG00000227959	0.906836195	0.913898106	0.095473975
ENSG00000227963	0.451429552	0.764973214	0.310588109
ENSG00000228013	0.9112135	0.924534939	0.008475977
ENSG00000228035	0.250827039	0.992640077	1.041716469
ENSG00000228037	0.716646686	4.93E-05	2.121063768
ENSG00000228044	0.480079631	0.691291164	0.403161773
ENSG00000228060	0.912080015	0.670001459	0.022995987
ENSG00000228063	3.97E-05	0.004628375	3.075042921
ENSG00000228084	0.793542154	0.982797998	0.203573351
ENSG00000228106	2.54E-23	5.55E-10	2.891690987
ENSG00000228140	0.609720021	0.755098513	0.097727658
ENSG00000228150	1.57E-11	2.92E-06	2.649439615
ENSG00000228172	0.682280496	0.949232528	0.264957019
ENSG00000228175	1.25E-08	3.12E-06	2.677219325
ENSG00000228192	0.840888912	0.756069499	0.045578366
ENSG00000228237	0.628197945	0.53461545	0.36290669
ENSG00000228238	0.63180143	0.473195784	0.282821953
ENSG00000228288	0.047018919	0.067140062	0.616192621
ENSG00000228289	0.310769127	0.573967335	0.58966741
ENSG00000228327	4.90E-05	0.000271654	0.995721152
ENSG00000228436	0.77707291	0.856298907	0.060247103
ENSG00000228452	0.134087031	0.058128405	0.485689864
ENSG00000228463	0.594305473	0.568004182	0.201312162
ENSG00000228470	0.000365232	0.003508695	1.777372606
ENSG00000228477	0.832642952	0.916723677	0.134513538
ENSG00000228502	0.001899987	0.022416382	1.151071132
ENSG00000228589	0.43421363	0.786062573	0.127641793
ENSG00000228594	1.95E-34	1.37E-11	4.526103867
ENSG00000228606	0.348903073	0.834410354	0.354301064
ENSG00000228665	0.501819774	0.692063906	0.289912837
ENSG00000228686	0.992187314	0.515454995	0.052560245
ENSG00000228703	0.119794154	0.429457597	1.001217466
ENSG00000228776	0.352220029	0.096453199	0.52931092
ENSG00000228794	0.225913754	0.397994218	0.266240704
ENSG00000228830	1.97E-09	1.52E-06	3.232630905
ENSG00000228852	0.645486669	0.630392624	0.287541902
ENSG00000228863	0.312924705	0.748805624	0.506132069
ENSG00000228918	0.729265535	0.940573461	0.13508147
ENSG00000228929	0.359376533	0.642426467	0.805138005
ENSG00000229010	0.844956533	0.908661982	0.083468933
ENSG00000229021	0.198370782	0.188500977	0.530771986
ENSG00000229051	0.428909761	0.411416683	0.424701499
ENSG00000229052	1.00E-126	1.13E-16	9.957750138
ENSG00000229106	0.949590754	0.982966526	0.079855981
ENSG00000229133	9.52E-13	1.46E-06	3.233305181
ENSG00000229162	0.744901926	0.988215348	0.219897532
ENSG00000229167	0.684645267	0.614761018	0.056341148
ENSG00000229191	0.071714274	0.1688664	0.946090359
ENSG00000229228	0.03158531	0.053535297	0.763547731
ENSG00000229344	0.836602491	0.803928714	0.105720101
ENSG00000229348	0.671871905	0.446790877	0.172424901
ENSG00000229376	0.972879812	0.913898106	0.023849995
ENSG00000229407	6.23E-11	0.00014256	2.939608742
ENSG00000229431	0.538535218	0.535792002	0.188172237
ENSG00000229447	0.359523617	0.407388847	0.866721459
ENSG00000229519	0.621437262	0.926042395	0.319143702
ENSG00000229691	0.13014307	0.445392649	0.851154955
ENSG00000229739	0.11291588	0.134411471	1.053794108
ENSG00000229780	0.487852397	0.874310137	0.331532897
ENSG00000229808	8.77E-69	1.55E-14	4.825549267
ENSG00000229832	0.563624566	0.475250338	0.497844173
ENSG00000229841	0.370133434	0.692063906	0.255431142
ENSG00000229874	5.31E-82	2.73E-16	8.574102435
ENSG00000229895	0.700502899	0.754007293	0.237240139
ENSG00000229901	0.303561331	0.9840435	0.536359658
ENSG00000229914	1.72E-20	1.90E-08	3.395838016
ENSG00000229953	0.19398413	0.248791958	0.648642769
ENSG00000229956	0.41671914	0.523821534	0.32954019
ENSG00000229994	0.814980686	0.958174991	0.146500365
ENSG00000230021	0.099414278	0.341214247	0.713999188
ENSG00000230026	0.93995484	0.826596415	0.117296621
ENSG00000230092	0.170128199	0.616674541	0.548617843
ENSG00000230124	4.18E-110	8.61E-17	4.959666612
ENSG00000230163	0.192615821	0.250736438	0.427144707
ENSG00000230175	0.316229308	0.213936417	0.612475984
ENSG00000230272	0.490786335	0.913612418	0.287773309
ENSG00000230280	0.289564677	0.727425875	0.694922362
ENSG00000230287	2.48E-34	8.22E-11	6.593002474
ENSG00000230325	6.04E-09	2.13E-06	2.123806201
ENSG00000230337	0.609253817	0.941900548	0.253245001
ENSG00000230364	0.50248641	0.762869827	0.33418012
